Device_id,Step,Computing,Communication(Not Overlapped),Overlapped,Communication,Free,Stage,Bubble,Communication(Not Overlapped and Exclude Receive),Preparing
3,,377241.02099999995,0,0,0,15147.883999999996,392389.0,0,0,0
