Device_id,Step,Computing,Communication(Not Overlapped),Overlapped,Communication,Free,Stage,Bubble,Communication(Not Overlapped and Exclude Receive),Preparing
5,,32997.081000000006,0,0,0,15365.735999999997,48363.0,0,0,0
