Name,Size(KB),Allocation Time(us),Release Time(us),Active Release Time(us),Duration(us),Active Duration(us),Allocation Total Allocated(MB),Allocation Total Reserved(MB),Allocation Total Active(MB),Release Total Allocated(MB),Release Total Reserved(MB),Release Total Active(MB),Stream Ptr,Device Type
aten::add,6144.0,1783598303507122.725	,1783598303508912.379	,1783598303508911.988	,1789.654	,1789.263	,3728.5009765625,9626.0,3728.5009765625,2692.5009765625,9626.0,2692.5009765625,61,NPU:3
aten::add,16384.5,1783598303507183.286	,1783598303507213.261	,1783598303507212.730	,29.975	,29.444	,3744.50146484375,9626.0,3744.50146484375,3728.5009765625,9626.0,3728.5009765625,61,NPU:3
aten::empty_strided,786432.0,1783598303507330.387	,1783598303508909.675	,1783598303508909.194	,1579.288	,1578.807	,4490.5009765625,9626.0,4490.5009765625,2698.5009765625,9626.0,2698.5009765625,61,NPU:3
aten::zero_,0.5,1783598303507358.038	,1783598303507387.152	,1783598303507386.621	,29.114	,28.583	,4490.50146484375,9626.0,4490.50146484375,4490.5009765625,9626.0,4490.5009765625,61,NPU:3
aten::zeros,6144.0,1783598303508047.923	,1783598303508901.963	,1783598303508901.432	,854.040	,853.509	,2832.5009765625,9626.0,2832.5009765625,3466.5009765625,9626.0,3466.5009765625,61,NPU:3
aten::zero_,0.5,1783598303508060.381	,1783598303508071.628	,1783598303508071.077	,11.247	,10.696	,2832.50146484375,9626.0,2832.50146484375,2832.5009765625,9626.0,2832.5009765625,61,NPU:3
aten::empty_like,393216.0,1783598303508348.914	,1783598303573811.447	,1783598303573810.946	,65462.533	,65462.032	,3216.5009765625,9626.0,3216.5009765625,3594.5009765625,9626.0,3594.5009765625,61,NPU:3
aten::zero_,0.5,1783598303508355.454	,1783598303508360.692	,1783598303508360.331	,5.238	,4.877	,3216.50146484375,9626.0,3216.50146484375,3216.5009765625,9626.0,3216.5009765625,61,NPU:3
aten::empty_like,131072.0,1783598303508371.107	,1783598303573806.770	,1783598303573806.259	,65435.663	,65435.152	,3344.5009765625,9626.0,3344.5009765625,4106.5009765625,9626.0,4106.5009765625,61,NPU:3
aten::zero_,0.5,1783598303508374.763	,1783598303508379.530	,1783598303508378.939	,4.767	,4.176	,3344.50146484375,9626.0,3344.50146484375,3344.5009765625,9626.0,3344.5009765625,61,NPU:3
aten::empty_like,131072.0,1783598303508390.356	,1783598303573801.902	,1783598303573801.201	,65411.546	,65410.845	,3472.5009765625,9626.0,3472.5009765625,4362.5009765625,9626.0,4362.5009765625,61,NPU:3
aten::zero_,0.5,1783598303508394.512	,1783598303508401.072	,1783598303508400.471	,6.560	,5.959	,3472.50146484375,9626.0,3472.50146484375,3472.5009765625,9626.0,3472.5009765625,61,NPU:3
aten::empty,0.5,1783598303569521.615	,1783598303569699.722	,1783598303569699.121	,178.107	,177.506	,2692.50146484375,9626.0,2692.50146484375,2692.50146484375,9626.0,2692.50146484375,61,NPU:3
aten::random_,0.5,1783598303569559.081	,1783598303569594.394	,1783598303569593.463	,35.313	,34.382	,2692.501953125,9626.0,2692.501953125,2692.50146484375,9626.0,2692.50146484375,61,NPU:3
aten::clamp,0.5,1783598303569659.752	,1783598303571794.202	,1783598303571793.070	,2134.450	,2133.318	,2692.501953125,9626.0,2692.501953125,3716.501953125,9626.0,3716.501953125,61,NPU:3
aten::clamp,16384.5,1783598303569663.948	,1783598303569694.764	,1783598303569694.083	,30.816	,30.135	,2708.50244140625,9626.0,2708.50244140625,2692.501953125,9626.0,2692.501953125,61,NPU:3
aten::empty_strided,0.5,1783598303569846.071	,1783598303570363.787	,1783598303570363.046	,517.716	,516.975	,2692.501953125,9626.0,2692.501953125,2692.501953125,9626.0,2692.501953125,61,NPU:3
aten::cumsum,0.5,1783598303570052.671	,1783598303570262.446	,1783598303570262.005	,209.775	,209.334	,2692.50244140625,9626.0,2692.50244140625,2692.50244140625,9626.0,2692.50244140625,61,NPU:3
aten::cumsum,16385.0,1783598303570056.457	,1783598303570086.261	,1783598303570085.851	,29.804	,29.394	,2708.50341796875,9626.0,2708.50341796875,2692.50244140625,9626.0,2692.50244140625,61,NPU:3
aten::empty,0.5,1783598303570200.192	,1783598303570361.704	,1783598303570361.033	,161.512	,160.841	,2692.5029296875,9626.0,2692.5029296875,2692.50244140625,9626.0,2692.50244140625,61,NPU:3
aten::copy_,16384.5,1783598303570229.366	,1783598303570259.121	,1783598303570258.620	,29.755	,29.254	,2708.50341796875,9626.0,2708.50341796875,2692.5029296875,9626.0,2692.5029296875,61,NPU:3
aten::cat,0.5,1783598303570324.198	,1783598303637968.563	,1783598303637968.012	,67644.365	,67643.814	,2692.5029296875,9626.0,2692.5029296875,2692.50146484375,9626.0,2692.50146484375,61,NPU:3
aten::cat,16384.5,1783598303570327.583	,1783598303570357.598	,1783598303570357.198	,30.015	,29.615	,2708.50341796875,9626.0,2708.50341796875,2692.5029296875,9626.0,2692.5029296875,61,NPU:3
aten::empty_strided,0.5,1783598303570501.073	,1783598303570969.546	,1783598303570968.995	,468.473	,467.922	,2692.50244140625,9626.0,2692.50244140625,2692.50244140625,9626.0,2692.50244140625,61,NPU:3
aten::cumsum,0.5,1783598303570681.354	,1783598303570877.127	,1783598303570875.955	,195.773	,194.601	,2692.5029296875,9626.0,2692.5029296875,2692.5029296875,9626.0,2692.5029296875,61,NPU:3
aten::cumsum,16385.0,1783598303570684.058	,1783598303570712.070	,1783598303570711.519	,28.012	,27.461	,2708.50390625,9626.0,2708.50390625,2692.5029296875,9626.0,2692.5029296875,61,NPU:3
aten::empty,0.5,1783598303570817.438	,1783598303570968.013	,1783598303570967.052	,150.575	,149.614	,2692.50341796875,9626.0,2692.50341796875,2692.5029296875,9626.0,2692.5029296875,61,NPU:3
aten::copy_,16384.5,1783598303570844.679	,1783598303570873.742	,1783598303570873.121	,29.063	,28.442	,2708.50390625,9626.0,2708.50390625,2692.50341796875,9626.0,2692.50341796875,61,NPU:3
aten::cat,0.5,1783598303570932.230	,1783598303637971.507	,1783598303637970.716	,67039.277	,67038.486	,2692.50341796875,9626.0,2692.50341796875,2692.5009765625,9626.0,2692.5009765625,61,NPU:3
aten::cat,16384.5,1783598303570935.194	,1783598303570964.588	,1783598303570963.867	,29.394	,28.673	,2708.50390625,9626.0,2708.50390625,2692.50341796875,9626.0,2692.50341796875,61,NPU:3
aten::empty,393216.0,1783598303571323.216	,1783598303637960.611	,1783598303637959.579	,66637.395	,66636.363	,3076.50244140625,9626.0,3076.50244140625,3332.501953125,9626.0,3332.501953125,61,NPU:3
aten::normal_,3145730.0,1783598303571356.957	,1783598303571385.910	,1783598303571385.499	,28.953	,28.542	,6148.50439453125,9626.0,6148.50439453125,3076.50244140625,9626.0,3076.50244140625,61,NPU:3
aten::empty,131072.0,1783598303571465.940	,1783598303637962.944	,1783598303637962.474	,66497.004	,66496.534	,3204.50244140625,9626.0,3204.50244140625,3204.501953125,9626.0,3204.501953125,61,NPU:3
aten::normal_,1048578.0,1783598303571495.575	,1783598303571523.076	,1783598303571522.525	,27.501	,26.950	,4228.50439453125,9626.0,4228.50439453125,3204.50244140625,9626.0,3204.50244140625,61,NPU:3
aten::empty,131072.0,1783598303571602.635	,1783598303637964.526	,1783598303637964.096	,66361.891	,66361.461	,3332.50244140625,9626.0,3332.50244140625,3076.501953125,9626.0,3076.501953125,61,NPU:3
aten::normal_,1048578.0,1783598303571631.238	,1783598303571658.569	,1783598303571658.018	,27.331	,26.780	,4356.50439453125,9626.0,4356.50439453125,3332.50244140625,9626.0,3332.50244140625,61,NPU:3
aten::empty,393216.0,1783598303571736.085	,1783598303637966.830	,1783598303637966.249	,66230.745	,66230.164	,3716.50244140625,9626.0,3716.50244140625,2692.501953125,9626.0,2692.501953125,61,NPU:3
aten::normal_,3145730.0,1783598303571764.728	,1783598303571790.547	,1783598303571789.986	,25.819	,25.258	,6788.50439453125,9626.0,6788.50439453125,3716.50244140625,9626.0,3716.50244140625,61,NPU:3
aten::empty_strided,393216.0,1783598303571894.082	,1783598303639723.444	,1783598303639722.813	,67829.362	,67828.731	,3076.5009765625,9626.0,3076.5009765625,3210.5009765625,9626.0,3210.5009765625,61,NPU:3
aten::copy_,0.5,1783598303571921.944	,1783598303571951.618	,1783598303571951.087	,29.674	,29.143	,3076.50146484375,9626.0,3076.50146484375,3076.5009765625,9626.0,3076.5009765625,61,NPU:3
aten::empty_strided,131072.0,1783598303572088.023	,1783598303639719.458	,1783598303639718.907	,67631.435	,67630.884	,3204.5009765625,9626.0,3204.5009765625,3978.5009765625,9626.0,3978.5009765625,61,NPU:3
aten::copy_,0.5,1783598303572114.993	,1783598303572142.464	,1783598303572141.934	,27.471	,26.941	,3204.50146484375,9626.0,3204.50146484375,3204.5009765625,9626.0,3204.5009765625,61,NPU:3
aten::empty_strided,131072.0,1783598303572276.595	,1783598303639714.590	,1783598303639714.010	,67437.995	,67437.415	,3332.5009765625,9626.0,3332.5009765625,4234.5009765625,9626.0,4234.5009765625,61,NPU:3
aten::copy_,0.5,1783598303572301.693	,1783598303572327.512	,1783598303572327.101	,25.819	,25.408	,3332.50146484375,9626.0,3332.50146484375,3332.5009765625,9626.0,3332.5009765625,61,NPU:3
aten::empty_like,393216.0,1783598303572538.398	,1783598303639725.176	,1783598303639724.636	,67186.778	,67186.238	,3716.5009765625,9626.0,3716.5009765625,2826.5009765625,9626.0,2826.5009765625,61,NPU:3
aten::zero_,0.5,1783598303572569.605	,1783598303572598.538	,1783598303572597.987	,28.933	,28.382	,3716.50146484375,9626.0,3716.50146484375,3716.5009765625,9626.0,3716.5009765625,61,NPU:3
aten::zeros,6144.0,1783598303572662.314	,1783598303572866.210	,1783598303572865.639	,203.896	,203.325	,3722.5009765625,9626.0,3722.5009765625,3722.5009765625,9626.0,3722.5009765625,61,NPU:3
aten::zero_,0.5,1783598303572690.376	,1783598303572718.668	,1783598303572718.117	,28.292	,27.741	,3722.50146484375,9626.0,3722.50146484375,3722.5009765625,9626.0,3722.5009765625,61,NPU:3
aten::add,6144.0,1783598303572781.242	,1783598303574850.004	,1783598303574849.493	,2068.762	,2068.251	,3728.5009765625,9626.0,3728.5009765625,2692.5009765625,9626.0,2692.5009765625,61,NPU:3
aten::add,16384.5,1783598303572834.081	,1783598303572862.063	,1783598303572861.412	,27.982	,27.331	,3744.50146484375,9626.0,3744.50146484375,3728.5009765625,9626.0,3728.5009765625,61,NPU:3
aten::empty_strided,786432.0,1783598303572973.851	,1783598303574846.619	,1783598303574846.228	,1872.768	,1872.377	,4490.5009765625,9626.0,4490.5009765625,2698.5009765625,9626.0,2698.5009765625,61,NPU:3
aten::zero_,0.5,1783598303573000.231	,1783598303573028.483	,1783598303573027.912	,28.252	,27.681	,4490.50146484375,9626.0,4490.50146484375,4490.5009765625,9626.0,4490.5009765625,61,NPU:3
aten::zeros,6144.0,1783598303573984.256	,1783598303574837.666	,1783598303574836.854	,853.410	,852.598	,2832.5009765625,9626.0,2832.5009765625,3466.5009765625,9626.0,3466.5009765625,61,NPU:3
aten::zero_,0.5,1783598303573994.111	,1783598303574002.153	,1783598303574001.512	,8.042	,7.401	,2832.50146484375,9626.0,2832.50146484375,2832.5009765625,9626.0,2832.5009765625,61,NPU:3
aten::empty_like,393216.0,1783598303574251.717	,1783598303639721.451	,1783598303639720.910	,65469.734	,65469.193	,3216.5009765625,9626.0,3216.5009765625,3594.5009765625,9626.0,3594.5009765625,61,NPU:3
aten::zero_,0.5,1783598303574257.776	,1783598303574263.835	,1783598303574262.824	,6.059	,5.048	,3216.50146484375,9626.0,3216.50146484375,3216.5009765625,9626.0,3216.5009765625,61,NPU:3
aten::empty_like,131072.0,1783598303574278.457	,1783598303639717.775	,1783598303639717.074	,65439.318	,65438.617	,3344.5009765625,9626.0,3344.5009765625,4106.5009765625,9626.0,4106.5009765625,61,NPU:3
aten::zero_,0.5,1783598303574282.373	,1783598303574288.712	,1783598303574287.941	,6.339	,5.568	,3344.50146484375,9626.0,3344.50146484375,3344.5009765625,9626.0,3344.5009765625,61,NPU:3
aten::empty_like,131072.0,1783598303574301.351	,1783598303639712.467	,1783598303639711.746	,65411.116	,65410.395	,3472.5009765625,9626.0,3472.5009765625,4362.5009765625,9626.0,4362.5009765625,61,NPU:3
aten::zero_,0.5,1783598303574305.347	,1783598303574311.627	,1783598303574310.936	,6.280	,5.589	,3472.50146484375,9626.0,3472.50146484375,3472.5009765625,9626.0,3472.5009765625,61,NPU:3
aten::empty,0.5,1783598303635542.765	,1783598303635723.146	,1783598303635722.655	,180.381	,179.890	,2692.50146484375,9626.0,2692.50146484375,2692.50146484375,9626.0,2692.50146484375,61,NPU:3
aten::random_,0.5,1783598303635583.547	,1783598303635616.526	,1783598303635615.825	,32.979	,32.278	,2692.501953125,9626.0,2692.501953125,2692.50146484375,9626.0,2692.50146484375,61,NPU:3
aten::clamp,0.5,1783598303635684.037	,1783598303637957.616	,1783598303637956.645	,2273.579	,2272.608	,2692.501953125,9626.0,2692.501953125,3716.501953125,9626.0,3716.501953125,61,NPU:3
aten::clamp,16384.5,1783598303635688.253	,1783598303635719.881	,1783598303635719.360	,31.628	,31.107	,2708.50244140625,9626.0,2708.50244140625,2692.501953125,9626.0,2692.501953125,61,NPU:3
aten::empty_strided,0.5,1783598303635875.084	,1783598303636418.238	,1783598303636417.838	,543.154	,542.754	,2692.501953125,9626.0,2692.501953125,2692.501953125,9626.0,2692.501953125,61,NPU:3
aten::cumsum,0.5,1783598303636097.968	,1783598303636316.265	,1783598303636315.324	,218.297	,217.356	,2692.50244140625,9626.0,2692.50244140625,2692.50244140625,9626.0,2692.50244140625,61,NPU:3
aten::cumsum,16385.0,1783598303636101.834	,1783598303636132.139	,1783598303636131.488	,30.305	,29.654	,2708.50341796875,9626.0,2708.50341796875,2692.50244140625,9626.0,2692.50244140625,61,NPU:3
aten::empty,0.5,1783598303636250.617	,1783598303636416.696	,1783598303636415.784	,166.079	,165.167	,2692.5029296875,9626.0,2692.5029296875,2692.50244140625,9626.0,2692.50244140625,61,NPU:3
aten::copy_,16384.5,1783598303636281.683	,1783598303636312.660	,1783598303636311.959	,30.977	,30.276	,2708.50341796875,9626.0,2708.50341796875,2692.5029296875,9626.0,2692.5029296875,61,NPU:3
aten::cat,0.5,1783598303636379.360	,,,,,2692.5029296875,9626.0,2692.5029296875,,,,61,NPU:3
aten::cat,16384.5,1783598303636382.294	,1783598303636412.389	,1783598303636411.959	,30.095	,29.665	,2708.50341796875,9626.0,2708.50341796875,2692.5029296875,9626.0,2692.5029296875,61,NPU:3
aten::empty_strided,0.5,1783598303636561.823	,1783598303637063.676	,1783598303637063.105	,501.853	,501.282	,2692.50244140625,9626.0,2692.50244140625,2692.50244140625,9626.0,2692.50244140625,61,NPU:3
aten::cumsum,0.5,1783598303636753.090	,1783598303636966.340	,1783598303636965.408	,213.250	,212.318	,2692.5029296875,9626.0,2692.5029296875,2692.5029296875,9626.0,2692.5029296875,61,NPU:3
aten::cumsum,16385.0,1783598303636755.694	,1783598303636786.030	,1783598303636785.429	,30.336	,29.735	,2708.50390625,9626.0,2708.50390625,2692.5029296875,9626.0,2692.5029296875,61,NPU:3
aten::empty,0.5,1783598303636901.783	,1783598303637062.234	,1783598303637061.452	,160.451	,159.669	,2692.50341796875,9626.0,2692.50341796875,2692.5029296875,9626.0,2692.5029296875,61,NPU:3
aten::copy_,16384.5,1783598303636930.917	,1783598303636963.205	,1783598303636962.795	,32.288	,31.878	,2708.50390625,9626.0,2708.50390625,2692.50341796875,9626.0,2692.50341796875,61,NPU:3
aten::cat,0.5,1783598303637026.119	,,,,,2692.50341796875,9626.0,2692.50341796875,,,,61,NPU:3
aten::cat,16384.5,1783598303637028.363	,1783598303637059.059	,1783598303637058.458	,30.696	,30.095	,2708.50390625,9626.0,2708.50390625,2692.50341796875,9626.0,2692.50341796875,61,NPU:3
aten::empty,393216.0,1783598303637454.362	,,,,,3076.50244140625,9626.0,3076.50244140625,,,,61,NPU:3
aten::normal_,3145730.0,1783598303637489.344	,1783598303637522.013	,1783598303637521.602	,32.669	,32.258	,6148.50439453125,9626.0,6148.50439453125,3076.50244140625,9626.0,3076.50244140625,61,NPU:3
aten::empty,131072.0,1783598303637609.524	,,,,,3204.50244140625,9626.0,3204.50244140625,,,,61,NPU:3
aten::normal_,1048578.0,1783598303637641.032	,1783598303637670.886	,1783598303637670.285	,29.854	,29.253	,4228.50439453125,9626.0,4228.50439453125,3204.50244140625,9626.0,3204.50244140625,61,NPU:3
aten::empty,131072.0,1783598303637754.321	,,,,,3332.50244140625,9626.0,3332.50244140625,,,,61,NPU:3
aten::normal_,1048578.0,1783598303637784.687	,1783598303637814.331	,1783598303637813.791	,29.644	,29.104	,4356.50439453125,9626.0,4356.50439453125,3332.50244140625,9626.0,3332.50244140625,61,NPU:3
aten::empty,393216.0,1783598303637896.254	,,,,,3716.50244140625,9626.0,3716.50244140625,,,,61,NPU:3
aten::normal_,3145730.0,1783598303637924.436	,1783598303637954.361	,1783598303637953.961	,29.925	,29.525	,6788.50439453125,9626.0,6788.50439453125,3716.50244140625,9626.0,3716.50244140625,61,NPU:3
aten::empty_strided,393216.0,1783598303638062.213	,,,,,3076.5009765625,9626.0,3076.5009765625,,,,61,NPU:3
aten::copy_,0.5,1783598303638091.928	,1783598303638120.681	,1783598303638120.280	,28.753	,28.352	,3076.50146484375,9626.0,3076.50146484375,3076.5009765625,9626.0,3076.5009765625,61,NPU:3
aten::empty_strided,131072.0,1783598303638266.569	,,,,,3204.5009765625,9626.0,3204.5009765625,,,,61,NPU:3
aten::copy_,0.5,1783598303638293.820	,1783598303638322.113	,1783598303638321.552	,28.293	,27.732	,3204.50146484375,9626.0,3204.50146484375,3204.5009765625,9626.0,3204.5009765625,61,NPU:3
aten::empty_strided,131072.0,1783598303638452.338	,,,,,3332.5009765625,9626.0,3332.5009765625,,,,61,NPU:3
aten::copy_,0.5,1783598303638479.519	,1783598303638506.569	,1783598303638506.159	,27.050	,26.640	,3332.50146484375,9626.0,3332.50146484375,3332.5009765625,9626.0,3332.5009765625,61,NPU:3
aten::empty_like,393216.0,1783598303638716.113	,,,,,3716.5009765625,9626.0,3716.5009765625,,,,61,NPU:3
aten::zero_,0.5,1783598303638746.489	,1783598303638778.327	,1783598303638777.786	,31.838	,31.297	,3716.50146484375,9626.0,3716.50146484375,3716.5009765625,9626.0,3716.5009765625,61,NPU:3
aten::zeros,6144.0,1783598303638843.625	,1783598303639052.268	,1783598303639051.797	,208.643	,208.172	,3722.5009765625,9626.0,3722.5009765625,3722.5009765625,9626.0,3722.5009765625,61,NPU:3
aten::zero_,0.5,1783598303638872.238	,1783598303638901.321	,1783598303638900.630	,29.083	,28.392	,3722.50146484375,9626.0,3722.50146484375,3722.5009765625,9626.0,3722.5009765625,61,NPU:3
aten::add,6144.0,1783598303638965.688	,1783598303640711.024	,1783598303640710.604	,1745.336	,1744.916	,3728.5009765625,9626.0,3728.5009765625,2692.5009765625,9626.0,2692.5009765625,61,NPU:3
aten::add,16384.5,1783598303639019.308	,1783598303639047.871	,1783598303639047.460	,28.563	,28.152	,3744.50146484375,9626.0,3744.50146484375,3728.5009765625,9626.0,3728.5009765625,61,NPU:3
aten::empty_strided,786432.0,1783598303639167.490	,1783598303640708.601	,1783598303640708.150	,1541.111	,1540.660	,4490.5009765625,9626.0,4490.5009765625,2698.5009765625,9626.0,2698.5009765625,61,NPU:3
aten::zero_,0.5,1783598303639193.760	,1783598303639222.813	,1783598303639222.132	,29.053	,28.372	,4490.50146484375,9626.0,4490.50146484375,4490.5009765625,9626.0,4490.5009765625,61,NPU:3
aten::zeros,6144.0,1783598303639840.059	,1783598303640701.040	,1783598303640700.168	,860.981	,860.109	,2832.5009765625,9626.0,2832.5009765625,3466.5009765625,9626.0,3466.5009765625,61,NPU:3
aten::zero_,0.5,1783598303639850.544	,1783598303639858.346	,1783598303639857.535	,7.802	,6.991	,2832.50146484375,9626.0,2832.50146484375,2832.5009765625,9626.0,2832.5009765625,61,NPU:3
aten::empty_like,393216.0,1783598303640121.440	,,,,,3216.5009765625,9626.0,3216.5009765625,,,,61,NPU:3
aten::zero_,0.5,1783598303640127.680	,1783598303640133.649	,1783598303640132.878	,5.969	,5.198	,3216.50146484375,9626.0,3216.50146484375,3216.5009765625,9626.0,3216.5009765625,61,NPU:3
aten::empty_like,131072.0,1783598303640147.750	,,,,,3344.5009765625,9626.0,3344.5009765625,,,,61,NPU:3
aten::zero_,0.5,1783598303640158.406	,1783598303640167.359	,1783598303640166.007	,8.953	,7.601	,3344.50146484375,9626.0,3344.50146484375,3344.5009765625,9626.0,3344.5009765625,61,NPU:3
aten::empty_like,131072.0,1783598303640182.552	,,,,,3472.5009765625,9626.0,3472.5009765625,,,,61,NPU:3
aten::zero_,0.5,1783598303640186.468	,1783598303640192.086	,1783598303640191.165	,5.618	,4.697	,3472.50146484375,9626.0,3472.50146484375,3472.5009765625,9626.0,3472.5009765625,61,NPU:3
