Component,Timestamp(us),Total Allocated(MB),Total Reserved(MB),Total Active(MB),Stream Ptr,Device Type
PTA+GE,1783598303374405.772	,2692.50146484375,9626.0,2692.50146484375,61,NPU:3
PTA,1783598303374407.585	,2692.5009765625,9626.0,2692.5009765625,61,NPU:3
PTA+GE,1783598303374407.585	,2692.5009765625,9626.0,2692.5009765625,61,NPU:3
PTA,1783598303374408.106	,2692.5009765625,9626.0,2692.5009765625,61,NPU:3
PTA+GE,1783598303374408.106	,2692.5009765625,9626.0,2692.5009765625,61,NPU:3
PTA,1783598303374499.363	,3076.5009765625,9626.0,3076.5009765625,61,NPU:3
PTA+GE,1783598303374499.363	,3076.5009765625,9626.0,3076.5009765625,61,NPU:3
PTA,1783598303374526.834	,3076.50146484375,9626.0,3076.50146484375,61,NPU:3
PTA+GE,1783598303374526.834	,3076.50146484375,9626.0,3076.50146484375,61,NPU:3
PTA,1783598303374552.402	,3076.5009765625,9626.0,3076.5009765625,61,NPU:3
PTA+GE,1783598303374552.402	,3076.5009765625,9626.0,3076.5009765625,61,NPU:3
PTA,1783598303374552.943	,3076.5009765625,9626.0,3076.5009765625,61,NPU:3
PTA+GE,1783598303374552.943	,3076.5009765625,9626.0,3076.5009765625,61,NPU:3
PTA,1783598303374684.981	,3204.5009765625,9626.0,3204.5009765625,61,NPU:3
PTA+GE,1783598303374684.981	,3204.5009765625,9626.0,3204.5009765625,61,NPU:3
PTA,1783598303374710.149	,3204.50146484375,9626.0,3204.50146484375,61,NPU:3
PTA+GE,1783598303374710.149	,3204.50146484375,9626.0,3204.50146484375,61,NPU:3
PTA,1783598303374735.217	,3204.5009765625,9626.0,3204.5009765625,61,NPU:3
PTA+GE,1783598303374735.217	,3204.5009765625,9626.0,3204.5009765625,61,NPU:3
PTA,1783598303374735.767	,3204.5009765625,9626.0,3204.5009765625,61,NPU:3
PTA+GE,1783598303374735.767	,3204.5009765625,9626.0,3204.5009765625,61,NPU:3
PTA,1783598303374860.044	,3332.5009765625,9626.0,3332.5009765625,61,NPU:3
PTA+GE,1783598303374860.044	,3332.5009765625,9626.0,3332.5009765625,61,NPU:3
PTA,1783598303374884.671	,3332.50146484375,9626.0,3332.50146484375,61,NPU:3
PTA+GE,1783598303374884.671	,3332.50146484375,9626.0,3332.50146484375,61,NPU:3
