Device_id,Step,Computing,Communication(Not Overlapped),Overlapped,Communication,Free,Stage,Bubble,Communication(Not Overlapped and Exclude Receive),Preparing
3,5,64347.779,0,0,0,2345.201999999997,66693.0,0,0,63788.0
3,6,64378.01400000001,0,0,0,1790.6969999999974,66168.75,0,0,61964.25
3,7,64392.92499999999,0,0,0,1933.824999999997,66326.5,0,0,59648.75
3,8,64287.821,0,0,0,1743.1109999999971,66031.0,0,0,61771.5
3,9,64313.554000000004,0,0,0,2056.558999999997,66370.0,0,0,59819.0
